#Associated.Gene.Name	Synonyms	Official name	Entrez.Taxa.ID	Entrez.Gene.ID	UniProt.SwissProt.Accession	Ensembl.Gene.ID	GO:0140223.Annotations	GO:0140223.Evidence	GO:0003700.Annotations	GO:0003700.Evidence	GO:0003712.Annotations	GO:0003712.Evidence	GO:0043565.Annotations	GO:0043565.Evidence	GO:0006357.Annotations	GO:0006357.Evidence	GO:0000981.Annotations	GO:0000981.Evidence	DBD.present	Lovering_2021.present	ORFeome.present	Ravazi.present	Saeed.present	TFCat.present	animal_tfdb_homo_sapiens.present	animal_tfdb_Homo_sapiens_cofactors.present	animal_tfdb_Mus_musculus.present	animal_tfdb_Mus_musculus_cofactors.present	animal_tfdb_Rattus_norvegicus.present	animal_tfdb_Rattus_norvegicus_cofactors.present	TcoF_human.present	tcof_cotf_human.present	TcoF_mouse.present	tcof_cotf_mouse.present	jaspar_human.present	jaspar_mouse.present	jaspar_rat.present	lambert_2018.present	Vaquerizas.present	TFclass_human	TFclass_mouse	TFclass_rat	TFClass_classification_family_code	TFClass_classification_class_name
ARID1B	KIAA1235 ELD/OSA1 p250R BAF250b DAN15 6A3-5 SMARCF2	AT-rich interactive domain-containing protein 1B 	9606|10090|10116	57492|239985|282546	Q8NFD5|E9Q4N7|F1LNP1	ENSG00000049618|ENSMUSG00000069729|ENSRNOG00000017030	NA	NA	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8NFD5,UniProtKB:E9Q4N7,UniProtKB:F1LNP1&geneProductType=protein&goId=GO:0003712&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000305	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8NFD5,UniProtKB:E9Q4N7,UniProtKB:F1LNP1&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	NA	NA	NA	NA	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.7.1	ARID domain factors
ARID2	KIAA1557 DKFZp686G052 FLJ30619 BAF200 SMARCF3	AT-rich interactive domain-containing protein 2 	9606|10090|10116	196528|77044|366980	Q68CP9|E9Q7E2|D3ZJU0	ENSG00000189079|ENSMUSG00000033237|ENSRNOG00000004831	NA	NA	NA	NA	NA	NA	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q68CP9,UniProtKB:E9Q7E2,UniProtKB:D3ZJU0&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007668	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.7.1	ARID domain factors
ARID3A	BRIGHT	AT-rich interactive domain-containing protein 3A 	9606|10090|10116	1820|13496|314616	Q99856|Q62431|B5DEX9	ENSG00000116017|ENSMUSG00000019564|ENSRNOG00000026435	NA	NA	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q99856,UniProtKB:Q62431,UniProtKB:B5DEX9&geneProductType=protein&goId=GO:0003712&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q99856,UniProtKB:Q62431,UniProtKB:B5DEX9&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	NA	NA	ORFeome	Ravazi	NA	TFCat	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	jaspar_mouse	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.7.1	ARID domain factors
ARID3B	BDP DRIL2	AT-rich interactive domain-containing protein 3B 	9606|10090|10116	10620|56380|367092	Q8IVW6|Q9Z1N7|D3ZGC2	ENSG00000179361|ENSMUSG00000004661|ENSRNOG00000019677	NA	NA	NA	NA	NA	NA	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8IVW6,UniProtKB:Q9Z1N7,UniProtKB:D3ZGC2&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	NA	NA	NA	Ravazi	NA	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	jaspar_mouse	NA	lambert_2018	NA	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.7.1	ARID domain factors
ARID3C	-	AT-rich interactive domain-containing protein 3C 	9606|10090|10116	138715|550619|502946	A6NKF2|A6PWV5|D3ZQB1	ENSG00000205143|ENSMUSG00000066224|ENSRNOG00000013416	NA	NA	NA	NA	NA	NA	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:A6NKF2,UniProtKB:A6PWV5,UniProtKB:D3ZQB1&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	NA	NA	lambert_2018	NA	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	NA	NA
ARID4A	RBP1 RBP-1	AT-rich interactive domain-containing protein 4A 	9606|10090|10116	5926|238247|314205	P29374|F8VPQ2|D4ADE4	ENSG00000032219|ENSMUSG00000048118|ENSRNOG00000026239	NA	NA	NA	NA	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P29374,UniProtKB:F8VPQ2,UniProtKB:D4ADE4&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P29374,UniProtKB:F8VPQ2,UniProtKB:D4ADE4&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	NA	NA	NA	NA	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.7.1	ARID domain factors
ARID4B	BCAA BRCAA1 SAP180	AT-rich interactive domain-containing protein 4B 	9606|10090|10116	51742|94246|100912163	Q4LE39|A2CG63|Q9JKB5	ENSG00000054267|ENSMUSG00000039219|ENSRNOG00000016391	NA	NA	NA	NA	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q4LE39,UniProtKB:A2CG63,UniProtKB:Q9JKB5&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q4LE39,UniProtKB:A2CG63,UniProtKB:Q9JKB5&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	NA	NA	NA	NA	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.7.1	ARID domain factors
ARID5A	MRF-1 RP11-363D14	AT-rich interactive domain-containing protein 5A 	9606|10090|10116	10865|214855|316327	Q03989|Q3U108|A0A0G2K0Q5	ENSG00000196843|ENSMUSG00000037447|ENSRNOG00000015382	NA	NA	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q03989,UniProtKB:Q3U108,UniProtKB:A0A0G2K0Q5&geneProductType=protein&goId=GO:0003712&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q03989,UniProtKB:Q3U108,UniProtKB:A0A0G2K0Q5&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q03989,UniProtKB:Q3U108,UniProtKB:A0A0G2K0Q5&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	jaspar_mouse	NA	lambert_2018	NA	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.7.1	ARID domain factors
ARID5B	FLJ21150 MRF2	AT-rich interactive domain-containing protein 5B 	9606|10090	84159|71371	Q14865|Q8BM75	ENSG00000150347|ENSMUSG00000019947	NA	NA	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q14865,UniProtKB:Q8BM75&geneProductType=protein&goId=GO:0003712&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q14865,UniProtKB:Q8BM75&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q14865,UniProtKB:Q8BM75&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	NA	NA	ORFeome	Ravazi	NA	TFCat	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	NA	NA	TcoF_human	NA	TcoF_mouse	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.7.1	ARID domain factors
ARNT	HIF-1beta bHLHe2	Aryl hydrocarbon receptor nuclear translocator 	9606|10090|10116	405|11863|25242	P27540|P53762|P41739	ENSG00000143437|ENSMUSG00000015522|ENSRNOG00000031174	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P27540,UniProtKB:P53762,UniProtKB:P41739&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P27540,UniProtKB:P53762,UniProtKB:P41739&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P27540,UniProtKB:P53762,UniProtKB:P41739&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P27540,UniProtKB:P53762,UniProtKB:P41739&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	DBD	Lovering_2021	ORFeome	Ravazi	Saeed	TFCat	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	jaspar_human	jaspar_mouse	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	1.2.5	Basic helix-loop-helix factors (bHLH)
ARNT2	KIAA0307 bHLHe1	Aryl hydrocarbon receptor nuclear translocator 2 	9606|10090|10116	9915|11864|25243	Q9HBZ2|Q61324|Q78E60	ENSG00000172379|ENSMUSG00000015709|ENSRNOG00000013017	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9HBZ2,UniProtKB:Q61324,UniProtKB:Q78E60&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9HBZ2,UniProtKB:Q61324,UniProtKB:Q78E60&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9HBZ2,UniProtKB:Q61324,UniProtKB:Q78E60&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9HBZ2,UniProtKB:Q61324,UniProtKB:Q78E60&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	jaspar_human	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	1.2.5	Basic helix-loop-helix factors (bHLH)
ARNTL	MOP3 JAP3 PASD3 bHLHe5 ARNTL1	Aryl hydrocarbon receptor nuclear translocator-like protein 1 	9606|10090|10116	406|11865|29657	O00327|Q9WTL8|Q9EPW1	ENSG00000133794|ENSMUSG00000055116|ENSRNOG00000014448	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:O00327,UniProtKB:Q9WTL8,UniProtKB:Q9EPW1&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:O00327,UniProtKB:Q9WTL8,UniProtKB:Q9EPW1&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:O00327,UniProtKB:Q9WTL8,UniProtKB:Q9EPW1&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:O00327,UniProtKB:Q9WTL8,UniProtKB:Q9EPW1&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	DBD	Lovering_2021	ORFeome	Ravazi	Saeed	TFCat	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	jaspar_mouse	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	1.2.5	Basic helix-loop-helix factors (bHLH)
ARNTL2	MOP9 CLIF PASD9 bHLHe6	Aryl hydrocarbon receptor nuclear translocator-like protein 2 	9606|10090|10116	56938|272322|362464	Q8WYA1|Q2VPD4|D4ADP3	ENSG00000029153|ENSMUSG00000040187|ENSRNOG00000001830	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8WYA1,UniProtKB:Q2VPD4,UniProtKB:D4ADP3&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8WYA1,UniProtKB:Q2VPD4,UniProtKB:D4ADP3&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8WYA1,UniProtKB:Q2VPD4,UniProtKB:D4ADP3&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q8WYA1,UniProtKB:Q2VPD4,UniProtKB:D4ADP3&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	1.2.5	Basic helix-loop-helix factors (bHLH)
ARX	ISSX CT121 EIEE1	Homeobox protein ARX 	9606|10090|10116	170302|11878|317268	Q96QS3|O35085|A6YP92	ENSG00000004848|ENSMUSG00000035277|ENSRNOG00000053562	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q96QS3,UniProtKB:O35085,UniProtKB:A6YP92&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q96QS3,UniProtKB:O35085,UniProtKB:A6YP92&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q96QS3,UniProtKB:O35085,UniProtKB:A6YP92&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q96QS3,UniProtKB:O35085,UniProtKB:A6YP92&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	jaspar_mouse	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	NA	3.1.3	Homeo domain factors
ASCL1	ASH1 HASH1 bHLHa46	Achaete-scute homolog 1 	9606|10090|10116	429|17172|64186	P50553|Q02067|P19359	ENSG00000139352|ENSMUSG00000020052|ENSRNOG00000004294	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P50553,UniProtKB:Q02067,UniProtKB:P19359&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P50553,UniProtKB:Q02067,UniProtKB:P19359&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P50553,UniProtKB:Q02067,UniProtKB:P19359&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P50553,UniProtKB:Q02067,UniProtKB:P19359&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	DBD	Lovering_2021	ORFeome	Ravazi	Saeed	TFCat	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	jaspar_human	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	1.2.2	Basic helix-loop-helix factors (bHLH)
ASCL2	ASH2 HASH2 bHLHa45	Achaete-scute homolog 2 	9606|10090|10116	430|17173|24209	Q99929|O35885|P19360	ENSG00000183734|ENSMUSG00000009248|ENSRNOG00000020434	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q99929,UniProtKB:O35885,UniProtKB:P19360&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q99929,UniProtKB:O35885,UniProtKB:P19360&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q99929,UniProtKB:O35885,UniProtKB:P19360&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q99929,UniProtKB:O35885,UniProtKB:P19360&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	jaspar_mouse	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	1.2.2	Basic helix-loop-helix factors (bHLH)
ASCL3	bHLHa42 HASH3 Sgn1	Achaete-scute homolog 3 	9606|10090	56676|56787	Q9NQ33|Q9JJR7	ENSG00000176009|ENSMUSG00000035951	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9NQ33,UniProtKB:Q9JJR7&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9NQ33,UniProtKB:Q9JJR7&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9NQ33,UniProtKB:Q9JJR7&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9NQ33,UniProtKB:Q9JJR7&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	NA	NA	TcoF_human	NA	TcoF_mouse	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	1.2.2	Basic helix-loop-helix factors (bHLH)
ASCL4	HASH4 bHLHa44	Achaete-scute homolog 4 	9606|10090|10116	121549|67341|299687	Q6XD76|M0QW46|D3ZS54	ENSG00000187855|ENSMUSG00000085111|ENSRNOG00000031493	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6XD76,UniProtKB:M0QW46,UniProtKB:D3ZS54&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6XD76,UniProtKB:M0QW46,UniProtKB:D3ZS54&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6XD76,UniProtKB:M0QW46,UniProtKB:D3ZS54&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6XD76,UniProtKB:M0QW46,UniProtKB:D3ZS54&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	Lovering_2021	NA	NA	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	1.2.2	Basic helix-loop-helix factors (bHLH)
